[2026-03-27 13:46:23] ======================================================================
[2026-03-27 13:46:23] Gumbel-Softmax Routing Experiment
[2026-03-27 13:46:23] ======================================================================
[2026-03-27 13:46:23] Hypothesis: Hard argmax gives dL/d(router_w)=0.
[2026-03-27 13:46:23] Gumbel-softmax makes routing differentiable so the LM loss
[2026-03-27 13:46:23] can drive selective routing.
[2026-03-27 13:46:23] ======================================================================
[2026-03-27 13:46:23] Config: {'device': 'cuda:0', 'model_name': 'Qwen/Qwen3-1.7B', 'checkpoint': 'fork_trunk18_phase1_final', 'seed': 42, 'hidden_dim': 2048, 'intermediate_dim': 6144, 'num_layers': 28, 'trunk_layers': 18, 'expert_layer_start': 18, 'initial_rank': 4, 'num_experts': 2, 'total_tokens': 50000000, 'batch_size': 4, 'seq_len': 512, 'lr': 0.0001, 'tau_start': 1.0, 'tau_end': 0.1, 'tau_anneal_steps': 24000, 'contrastive_weight': 0.1, 'contrastive_margin': 0.5, 'bimodality_threshold': 0.3, 'eval_interval_steps': 1000, 'eval_tokens': 524288, 'results_dir': '/root/t6b-mogae/results_gumbel_softmax', 'checkpoint_dir': '/root/t6b-mogae/checkpoints/fork_trunk18', 'save_checkpoint_dir': '/root/t6b-mogae/checkpoints/gumbel_softmax', 'log_file': '/root/t6b-mogae/logs/gumbel_softmax.log'}
[2026-03-27 13:46:23] Loading Qwen/Qwen3-1.7B...
[2026-03-27 13:46:26] Base model loaded: 1,720,574,976 params
[2026-03-27 13:46:26] Verified: hidden=2048, intermediate=6144
[2026-03-27 13:46:26] Loading Phase 1 checkpoint: /root/t6b-mogae/checkpoints/fork_trunk18/fork_trunk18_phase1_final.pt
[2026-03-27 13:46:26] Loaded Phase 1 weights (step 24414, phase 1)
[2026-03-27 13:46:26] Forking each layer: 1 expert -> 2 experts with perturbation...
[2026-03-27 13:46:26] Fork complete. Tree: {18: {'num_experts': 2, 'ranks': [4, 4]}, 19: {'num_experts': 2, 'ranks': [4, 4]}, 20: {'num_experts': 2, 'ranks': [4, 4]}, 21: {'num_experts': 2, 'ranks': [4, 4]}, 22: {'num_experts': 2, 'ranks': [4, 4]}, 23: {'num_experts': 2, 'ranks': [4, 4]}, 24: {'num_experts': 2, 'ranks': [4, 4]}, 25: {'num_experts': 2, 'ranks': [4, 4]}, 26: {'num_experts': 2, 'ranks': [4, 4]}, 27: {'num_experts': 2, 'ranks': [4, 4]}}
[2026-03-27 13:46:26] Trainable params: 1,351,680
[2026-03-27 13:46:26] Expert tree: {18: {'num_experts': 2, 'ranks': [4, 4]}, 19: {'num_experts': 2, 'ranks': [4, 4]}, 20: {'num_experts': 2, 'ranks': [4, 4]}, 21: {'num_experts': 2, 'ranks': [4, 4]}, 22: {'num_experts': 2, 'ranks': [4, 4]}, 23: {'num_experts': 2, 'ranks': [4, 4]}, 24: {'num_experts': 2, 'ranks': [4, 4]}, 25: {'num_experts': 2, 'ranks': [4, 4]}, 26: {'num_experts': 2, 'ranks': [4, 4]}, 27: {'num_experts': 2, 'ranks': [4, 4]}}
[2026-03-27 13:46:26] Training: 24414 steps, LR=0.0001, batch=4x512
[2026-03-27 13:46:26] Gumbel-softmax: tau 1.0 -> 0.1 over 24000 steps
[2026-03-27 13:46:26] Contrastive weight: 0.1, NO load-balancing loss
[2026-03-27 13:46:26] Trainable params: 1,351,680
[2026-03-27 13:46:26] Expert tree: {18: {'num_experts': 2, 'ranks': [4, 4]}, 19: {'num_experts': 2, 'ranks': [4, 4]}, 20: {'num_experts': 2, 'ranks': [4, 4]}, 21: {'num_experts': 2, 'ranks': [4, 4]}, 22: {'num_experts': 2, 'ranks': [4, 4]}, 23: {'num_experts': 2, 'ranks': [4, 4]}, 24: {'num_experts': 2, 'ranks': [4, 4]}, 25: {'num_experts': 2, 'ranks': [4, 4]}, 26: {'num_experts': 2, 'ranks': [4, 4]}, 27: {'num_experts': 2, 'ranks': [4, 4]}}
[2026-03-27 13:46:40]   step 100/24414 | lm=3.4688 c=0.4961 tau=0.996 | lr=1.00e-04 | 15464 tok/s route_L18=[0.60, 0.40]
[2026-03-27 14:21:54] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_softmax/gumbel_step18000.pt
[2026-03-27 14:22:04]   step 18100/24414 | lm=2.9531 c=0.1006 tau=0.321 | lr=1.56e-05 | 17339 tok/s route_L18=[0.66, 0.34]
[2026-03-27 14:22:14]   step 18200/24414 | lm=2.9688 c=0.1006 tau=0.318 | lr=1.52e-05 | 17351 tok/s route_L18=[0.64, 0.36]
[2026-03-27 14:22:25]   step 18300/24414 | lm=3.4375 c=0.1006 tau=0.314 | lr=1.47e-05 | 17364 tok/s route_L18=[0.67, 0.33]
[2026-03-27 14:22:35]   step 18400/24414 | lm=2.8125 c=0.1006 tau=0.310 | lr=1.42e-05 | 17376 tok/s route_L18=[0.61, 0.39]
[2026-03-27 14:22:45]   step 18500/24414 | lm=3.5156 c=0.1006 tau=0.306 | lr=1.38e-05 | 17389 tok/s route_L18=[0.71, 0.29]
[2026-03-27 14:22:55]   step 18600/24414 | lm=2.6250 c=0.1006 tau=0.303 | lr=1.34e-05 | 17401 tok/s route_L18=[0.76, 0.24]
[2026-03-27 14:23:06]   step 18700/24414 | lm=2.9375 c=0.1006 tau=0.299 | lr=1.29e-05 | 17413 tok/s route_L18=[0.52, 0.48]
[2026-03-27 14:23:16]   step 18800/24414 | lm=2.5781 c=0.1006 tau=0.295 | lr=1.25e-05 | 17421 tok/s route_L18=[0.56, 0.44]
[2026-03-27 14:23:27]   step 18900/24414 | lm=2.6719 c=0.1006 tau=0.291 | lr=1.21e-05 | 17432 tok/s route_L18=[0.59, 0.42]
[2026-03-27 14:23:37]   step 19000/24414 | lm=2.8906 c=0.1006 tau=0.288 | lr=1.17e-05 | 17444 tok/s route_L18=[0.72, 0.28]
[2026-03-27 14:23:37] --- Eval at step 19000 (tau=0.288) ---
[2026-03-27 14:23:52]   PPL=20.13 | mean_cossim=0.60078125
[2026-03-27 14:23:52]   L18: selectivity=0.289 (std=0.147, frac>0.3=0.51)
[2026-03-27 14:23:52]   L19: selectivity=0.295 (std=0.148, frac>0.3=0.53)
[2026-03-27 14:23:52]   L20: selectivity=0.344 (std=0.148, frac>0.3=0.66)
[2026-03-27 14:23:52]   L21: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-27 14:23:52]   L22: selectivity=0.336 (std=0.149, frac>0.3=0.64)
[2026-03-27 14:23:52]   L23: selectivity=0.363 (std=0.146, frac>0.3=0.71)
[2026-03-27 14:23:52]   L24: selectivity=0.348 (std=0.147, frac>0.3=0.67)
[2026-03-27 14:23:52]   L25: selectivity=0.369 (std=0.146, frac>0.3=0.72)
[2026-03-27 14:23:52]   L26: selectivity=0.389 (std=0.140, frac>0.3=0.77)
[2026-03-27 14:23:52]   L27: selectivity=0.406 (std=0.134, frac>0.3=0.81)
[2026-03-27 14:23:52]   L18: entropy=0.445 gini=0.156 dist=['0.660', '0.340']
[2026-03-27 14:23:52]   L19: entropy=0.436 gini=0.031 dist=['0.471', '0.531']
[2026-03-27 14:23:52]   L20: entropy=0.348 gini=0.070 dist=['0.430', '0.570']
[2026-03-27 14:23:52]   L21: entropy=0.352 gini=0.125 dist=['0.369', '0.629']
[2026-03-27 14:23:52]   L22: entropy=0.361 gini=0.086 dist=['0.414', '0.586']
[2026-03-27 14:23:52]   L23: entropy=0.307 gini=0.188 dist=['0.318', '0.684']
[2026-03-27 14:23:52]   L24: entropy=0.340 gini=0.141 dist=['0.645', '0.354']
[2026-03-27 14:23:52]   L25: entropy=0.297 gini=0.164 dist=['0.338', '0.664']
[2026-03-27 14:23:52]   L26: entropy=0.254 gini=0.016 dist=['0.490', '0.512']
[2026-03-27 14:23:52]   L27: entropy=0.219 gini=0.188 dist=['0.316', '0.684']
[2026-03-27 14:23:53] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_softmax/gumbel_step19000.pt
[2026-03-27 14:24:03]   step 19100/24414 | lm=2.8438 c=0.1006 tau=0.284 | lr=1.12e-05 | 17335 tok/s route_L18=[0.61, 0.39]
[2026-03-27 14:24:13]   step 19200/24414 | lm=3.4062 c=0.1006 tau=0.280 | lr=1.08e-05 | 17348 tok/s route_L18=[0.71, 0.29]
[2026-03-27 14:24:23]   step 19300/24414 | lm=2.9219 c=0.1006 tau=0.276 | lr=1.04e-05 | 17359 tok/s route_L18=[0.68, 0.33]
[2026-03-27 14:24:34]   step 19400/24414 | lm=3.1875 c=0.1006 tau=0.273 | lr=1.01e-05 | 17371 tok/s route_L18=[0.67, 0.33]
[2026-03-27 14:24:44]   step 19500/24414 | lm=3.1562 c=0.1006 tau=0.269 | lr=9.67e-06 | 17383 tok/s route_L18=[0.69, 0.31]
[2026-03-27 14:24:54]   step 19600/24414 | lm=2.5781 c=0.1006 tau=0.265 | lr=9.29e-06 | 17394 tok/s route_L18=[0.50, 0.50]
[2026-03-27 14:25:04]   step 19700/24414 | lm=3.1562 c=0.1006 tau=0.261 | lr=8.92e-06 | 17406 tok/s route_L18=[0.54, 0.46]
[2026-03-27 14:25:15]   step 19800/24414 | lm=2.8438 c=0.1006 tau=0.258 | lr=8.56e-06 | 17415 tok/s route_L18=[0.70, 0.30]
[2026-03-27 14:25:25]   step 19900/24414 | lm=3.1406 c=0.1006 tau=0.254 | lr=8.20e-06 | 17426 tok/s route_L18=[0.74, 0.26]
[2026-03-27 14:25:35]   step 20000/24414 | lm=2.9219 c=0.1006 tau=0.250 | lr=7.85e-06 | 17437 tok/s route_L18=[0.68, 0.32]
[2026-03-27 14:25:35] --- Eval at step 20000 (tau=0.250) ---
[2026-03-27 14:25:51]   PPL=20.14 | mean_cossim=0.60078125
[2026-03-27 14:25:51]   L18: selectivity=0.289 (std=0.147, frac>0.3=0.51)
[2026-03-27 14:25:51]   L19: selectivity=0.295 (std=0.148, frac>0.3=0.53)
[2026-03-27 14:25:51]   L20: selectivity=0.344 (std=0.148, frac>0.3=0.66)
[2026-03-27 14:25:51]   L21: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-27 14:25:51]   L22: selectivity=0.336 (std=0.149, frac>0.3=0.64)
[2026-03-27 14:25:51]   L23: selectivity=0.363 (std=0.146, frac>0.3=0.71)
[2026-03-27 14:25:51]   L24: selectivity=0.348 (std=0.147, frac>0.3=0.67)
[2026-03-27 14:25:51]   L25: selectivity=0.369 (std=0.146, frac>0.3=0.72)
[2026-03-27 14:25:51]   L26: selectivity=0.389 (std=0.140, frac>0.3=0.77)
[2026-03-27 14:25:51]   L27: selectivity=0.406 (std=0.134, frac>0.3=0.81)
[2026-03-27 14:25:51]   L18: entropy=0.445 gini=0.156 dist=['0.660', '0.340']
[2026-03-27 14:25:51]   L19: entropy=0.436 gini=0.031 dist=['0.471', '0.531']
[2026-03-27 14:25:51]   L20: entropy=0.348 gini=0.070 dist=['0.430', '0.570']
[2026-03-27 14:25:51]   L21: entropy=0.352 gini=0.125 dist=['0.369', '0.629']
[2026-03-27 14:25:51]   L22: entropy=0.361 gini=0.086 dist=['0.414', '0.586']
[2026-03-27 14:25:51]   L23: entropy=0.307 gini=0.188 dist=['0.318', '0.684']
[2026-03-27 14:25:51]   L24: entropy=0.340 gini=0.141 dist=['0.645', '0.354']
[2026-03-27 14:25:51]   L25: entropy=0.297 gini=0.164 dist=['0.338', '0.664']
[2026-03-27 14:25:51]   L26: entropy=0.254 gini=0.016 dist=['0.490', '0.512']
[2026-03-27 14:25:51]   L27: entropy=0.219 gini=0.188 dist=['0.316', '0.684']
[2026-03-27 14:25:51] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_softmax/gumbel_step20000.pt
[2026-03-27 14:26:01]   step 20100/24414 | lm=3.1719 c=0.1006 tau=0.246 | lr=7.51e-06 | 17334 tok/s route_L18=[0.69, 0.31]
[2026-03-27 14:26:11]   step 20200/24414 | lm=3.0000 c=0.1006 tau=0.243 | lr=7.17e-06 | 17345 tok/s route_L18=[0.88, 0.12]
[2026-03-27 14:26:22]   step 20300/24414 | lm=2.9219 c=0.1006 tau=0.239 | lr=6.84e-06 | 17357 tok/s route_L18=[0.67, 0.33]
[2026-03-27 14:26:32]   step 20400/24414 | lm=2.3438 c=0.1006 tau=0.235 | lr=6.52e-06 | 17368 tok/s route_L18=[0.70, 0.29]
[2026-03-27 14:26:42]   step 20500/24414 | lm=2.6719 c=0.1006 tau=0.231 | lr=6.21e-06 | 17379 tok/s route_L18=[0.73, 0.27]
[2026-03-27 14:26:52]   step 20600/24414 | lm=3.1250 c=0.1006 tau=0.228 | lr=5.90e-06 | 17390 tok/s route_L18=[0.71, 0.29]
[2026-03-27 14:27:03]   step 20700/24414 | lm=2.7656 c=0.1006 tau=0.224 | lr=5.60e-06 | 17401 tok/s route_L18=[0.70, 0.30]
[2026-03-27 14:27:13]   step 20800/24414 | lm=2.9375 c=0.1006 tau=0.220 | lr=5.31e-06 | 17411 tok/s route_L18=[0.68, 0.32]
[2026-03-27 14:27:23]   step 20900/24414 | lm=2.8438 c=0.1006 tau=0.216 | lr=5.03e-06 | 17422 tok/s route_L18=[0.59, 0.42]
[2026-03-27 14:27:33]   step 21000/24414 | lm=3.2344 c=0.1006 tau=0.213 | lr=4.75e-06 | 17433 tok/s route_L18=[0.76, 0.24]
[2026-03-27 14:27:33] --- Eval at step 21000 (tau=0.213) ---
[2026-03-27 14:27:49]   PPL=20.13 | mean_cossim=0.601171875
[2026-03-27 14:27:49]   L18: selectivity=0.289 (std=0.147, frac>0.3=0.51)
[2026-03-27 14:27:49]   L19: selectivity=0.295 (std=0.148, frac>0.3=0.53)
[2026-03-27 14:27:49]   L20: selectivity=0.344 (std=0.148, frac>0.3=0.66)
[2026-03-27 14:27:49]   L21: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-27 14:27:49]   L22: selectivity=0.336 (std=0.149, frac>0.3=0.64)
[2026-03-27 14:27:49]   L23: selectivity=0.363 (std=0.146, frac>0.3=0.71)
[2026-03-27 14:27:49]   L24: selectivity=0.348 (std=0.147, frac>0.3=0.67)
[2026-03-27 14:27:49]   L25: selectivity=0.369 (std=0.146, frac>0.3=0.72)
[2026-03-27 14:27:49]   L26: selectivity=0.389 (std=0.140, frac>0.3=0.77)
[2026-03-27 14:27:49]   L27: selectivity=0.406 (std=0.134, frac>0.3=0.81)
[2026-03-27 14:27:49]   L18: entropy=0.445 gini=0.156 dist=['0.660', '0.340']
[2026-03-27 14:27:49]   L19: entropy=0.436 gini=0.031 dist=['0.471', '0.531']
[2026-03-27 14:27:49]   L20: entropy=0.348 gini=0.070 dist=['0.430', '0.570']
[2026-03-27 14:27:49]   L21: entropy=0.352 gini=0.125 dist=['0.369', '0.629']
[2026-03-27 14:27:49]   L22: entropy=0.361 gini=0.086 dist=['0.414', '0.586']
[2026-03-27 14:27:49]   L23: entropy=0.307 gini=0.188 dist=['0.318', '0.684']
[2026-03-27 14:27:49]   L24: entropy=0.340 gini=0.141 dist=['0.645', '0.354']
[2026-03-27 14:27:49]   L25: entropy=0.297 gini=0.164 dist=['0.338', '0.664']
[2026-03-27 14:27:49]   L26: entropy=0.254 gini=0.016 dist=['0.490', '0.512']
[2026-03-27 14:27:49]   L27: entropy=0.219 gini=0.188 dist=['0.316', '0.684']
[2026-03-27 14:27:49] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_softmax/gumbel_step21000.pt
[2026-03-27 14:27:59]   step 21100/24414 | lm=3.3594 c=0.1006 tau=0.209 | lr=4.48e-06 | 17334 tok/s route_L18=[0.69, 0.31]
[2026-03-27 14:28:09]   step 21200/24414 | lm=3.1875 c=0.1006 tau=0.205 | lr=4.22e-06 | 17345 tok/s route_L18=[0.63, 0.37]
[2026-03-27 14:28:20]   step 21300/24414 | lm=2.4531 c=0.1006 tau=0.201 | lr=3.96e-06 | 17356 tok/s route_L18=[0.61, 0.39]
[2026-03-27 14:28:30]   step 21400/24414 | lm=3.1719 c=0.1006 tau=0.198 | lr=3.71e-06 | 17367 tok/s route_L18=[0.77, 0.23]
[2026-03-27 14:28:40]   step 21500/24414 | lm=2.5469 c=0.1006 tau=0.194 | lr=3.47e-06 | 17377 tok/s route_L18=[0.64, 0.36]
[2026-03-27 14:28:50]   step 21600/24414 | lm=2.9219 c=0.1006 tau=0.190 | lr=3.24e-06 | 17388 tok/s route_L18=[0.68, 0.32]
[2026-03-27 14:29:01]   step 21700/24414 | lm=3.0312 c=0.1006 tau=0.186 | lr=3.02e-06 | 17399 tok/s route_L18=[0.76, 0.24]
[2026-03-27 14:29:11]   step 21800/24414 | lm=2.8906 c=0.1006 tau=0.183 | lr=2.80e-06 | 17409 tok/s route_L18=[0.56, 0.44]
[2026-03-27 14:29:22]   step 21900/24414 | lm=1.9609 c=0.1006 tau=0.179 | lr=2.59e-06 | 17416 tok/s route_L18=[0.66, 0.34]
[2026-03-27 14:29:32]   step 22000/24414 | lm=2.8438 c=0.1006 tau=0.175 | lr=2.39e-06 | 17427 tok/s route_L18=[0.70, 0.30]
[2026-03-27 14:29:32] --- Eval at step 22000 (tau=0.175) ---
[2026-03-27 14:29:47]   PPL=20.14 | mean_cossim=0.60078125
[2026-03-27 14:29:47]   L18: selectivity=0.289 (std=0.147, frac>0.3=0.51)
[2026-03-27 14:29:47]   L19: selectivity=0.295 (std=0.148, frac>0.3=0.53)
[2026-03-27 14:29:47]   L20: selectivity=0.344 (std=0.148, frac>0.3=0.66)
[2026-03-27 14:29:47]   L21: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-27 14:29:47]   L22: selectivity=0.336 (std=0.149, frac>0.3=0.64)
[2026-03-27 14:29:47]   L23: selectivity=0.363 (std=0.146, frac>0.3=0.71)
[2026-03-27 14:29:47]   L24: selectivity=0.348 (std=0.147, frac>0.3=0.67)
[2026-03-27 14:29:47]   L25: selectivity=0.369 (std=0.146, frac>0.3=0.72)
[2026-03-27 14:29:47]   L26: selectivity=0.389 (std=0.140, frac>0.3=0.77)
[2026-03-27 14:29:47]   L27: selectivity=0.406 (std=0.134, frac>0.3=0.81)
[2026-03-27 14:29:47]   L18: entropy=0.445 gini=0.156 dist=['0.660', '0.340']
[2026-03-27 14:29:47]   L19: entropy=0.436 gini=0.031 dist=['0.471', '0.531']
[2026-03-27 14:29:47]   L20: entropy=0.348 gini=0.070 dist=['0.430', '0.570']
[2026-03-27 14:29:47]   L21: entropy=0.352 gini=0.125 dist=['0.369', '0.629']
[2026-03-27 14:29:47]   L22: entropy=0.361 gini=0.086 dist=['0.414', '0.586']
[2026-03-27 14:29:47]   L23: entropy=0.307 gini=0.188 dist=['0.318', '0.684']
[2026-03-27 14:29:47]   L24: entropy=0.340 gini=0.141 dist=['0.645', '0.354']
[2026-03-27 14:29:47]   L25: entropy=0.297 gini=0.164 dist=['0.338', '0.664']
[2026-03-27 14:29:47]   L26: entropy=0.254 gini=0.016 dist=['0.490', '0.512']
[2026-03-27 14:29:47]   L27: entropy=0.219 gini=0.188 dist=['0.316', '0.684']
[2026-03-27 14:29:47] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_softmax/gumbel_step22000.pt
[2026-03-27 14:29:57]   step 22100/24414 | lm=3.2031 c=0.1006 tau=0.171 | lr=2.20e-06 | 17335 tok/s route_L18=[0.74, 0.26]
[2026-03-27 14:30:08]   step 22200/24414 | lm=3.0781 c=0.1006 tau=0.168 | lr=2.02e-06 | 17345 tok/s route_L18=[0.67, 0.33]
[2026-03-27 14:30:18]   step 22300/24414 | lm=2.8750 c=0.1006 tau=0.164 | lr=1.84e-06 | 17355 tok/s route_L18=[0.76, 0.24]
[2026-03-27 14:30:28]   step 22400/24414 | lm=2.0781 c=0.1006 tau=0.160 | lr=1.67e-06 | 17365 tok/s route_L18=[0.62, 0.38]
[2026-03-27 14:30:38]   step 22500/24414 | lm=2.5000 c=0.1006 tau=0.156 | lr=1.51e-06 | 17375 tok/s route_L18=[0.57, 0.43]
[2026-03-27 14:30:49]   step 22600/24414 | lm=3.2969 c=0.1006 tau=0.153 | lr=1.36e-06 | 17386 tok/s route_L18=[0.61, 0.38]
[2026-03-27 14:30:59]   step 22700/24414 | lm=3.0625 c=0.1006 tau=0.149 | lr=1.21e-06 | 17396 tok/s route_L18=[0.79, 0.22]
[2026-03-27 14:31:09]   step 22800/24414 | lm=2.6562 c=0.1006 tau=0.145 | lr=1.07e-06 | 17405 tok/s route_L18=[0.71, 0.29]
[2026-03-27 14:31:19]   step 22900/24414 | lm=3.0312 c=0.1006 tau=0.141 | lr=9.46e-07 | 17415 tok/s route_L18=[0.64, 0.36]
[2026-03-27 14:31:30]   step 23000/24414 | lm=2.9531 c=0.1006 tau=0.138 | lr=8.25e-07 | 17423 tok/s route_L18=[0.72, 0.28]
[2026-03-27 14:31:30] --- Eval at step 23000 (tau=0.138) ---
[2026-03-27 14:31:45]   PPL=20.14 | mean_cossim=0.60078125
[2026-03-27 14:31:45]   L18: selectivity=0.289 (std=0.147, frac>0.3=0.51)
[2026-03-27 14:31:45]   L19: selectivity=0.295 (std=0.148, frac>0.3=0.53)
[2026-03-27 14:31:45]   L20: selectivity=0.344 (std=0.148, frac>0.3=0.66)
[2026-03-27 14:31:45]   L21: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-27 14:31:45]   L22: selectivity=0.336 (std=0.149, frac>0.3=0.64)
[2026-03-27 14:31:45]   L23: selectivity=0.363 (std=0.146, frac>0.3=0.71)
[2026-03-27 14:31:45]   L24: selectivity=0.348 (std=0.147, frac>0.3=0.67)
[2026-03-27 14:31:45]   L25: selectivity=0.369 (std=0.146, frac>0.3=0.72)
[2026-03-27 14:31:45]   L26: selectivity=0.389 (std=0.140, frac>0.3=0.77)
[2026-03-27 14:31:45]   L27: selectivity=0.406 (std=0.134, frac>0.3=0.81)
[2026-03-27 14:31:45]   L18: entropy=0.445 gini=0.156 dist=['0.660', '0.340']
[2026-03-27 14:31:45]   L19: entropy=0.436 gini=0.031 dist=['0.471', '0.531']
[2026-03-27 14:31:45]   L20: entropy=0.348 gini=0.070 dist=['0.430', '0.570']
[2026-03-27 14:31:45]   L21: entropy=0.352 gini=0.125 dist=['0.369', '0.629']
[2026-03-27 14:31:45]   L22: entropy=0.361 gini=0.086 dist=['0.414', '0.586']
[2026-03-27 14:31:45]   L23: entropy=0.307 gini=0.188 dist=['0.318', '0.684']
[2026-03-27 14:31:45]   L24: entropy=0.340 gini=0.141 dist=['0.645', '0.354']
[2026-03-27 14:31:45]   L25: entropy=0.297 gini=0.164 dist=['0.338', '0.664']
[2026-03-27 14:31:45]   L26: entropy=0.254 gini=0.016 dist=['0.490', '0.512']
[2026-03-27 14:31:45]   L27: entropy=0.219 gini=0.188 dist=['0.316', '0.684']
[2026-03-27 14:31:45] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_softmax/gumbel_step23000.pt
[2026-03-27 14:31:55]   step 23100/24414 | lm=3.3281 c=0.1006 tau=0.134 | lr=7.13e-07 | 17335 tok/s route_L18=[0.55, 0.45]
[2026-03-27 14:32:06]   step 23200/24414 | lm=2.8906 c=0.1006 tau=0.130 | lr=6.09e-07 | 17345 tok/s route_L18=[0.68, 0.32]
[2026-03-27 14:32:16]   step 23300/24414 | lm=3.0938 c=0.1006 tau=0.126 | lr=5.13e-07 | 17355 tok/s route_L18=[0.66, 0.34]
[2026-03-27 14:32:26]   step 23400/24414 | lm=2.8281 c=0.1006 tau=0.123 | lr=4.25e-07 | 17365 tok/s route_L18=[0.66, 0.34]
[2026-03-27 14:32:36]   step 23500/24414 | lm=2.9062 c=0.1006 tau=0.119 | lr=3.45e-07 | 17374 tok/s route_L18=[0.60, 0.40]
[2026-03-27 14:32:47]   step 23600/24414 | lm=2.9062 c=0.1006 tau=0.115 | lr=2.74e-07 | 17384 tok/s route_L18=[0.64, 0.37]
[2026-03-27 14:32:57]   step 23700/24414 | lm=3.1250 c=0.1006 tau=0.111 | lr=2.11e-07 | 17394 tok/s route_L18=[0.73, 0.27]
[2026-03-27 14:33:07]   step 23800/24414 | lm=3.1094 c=0.1006 tau=0.108 | lr=1.56e-07 | 17403 tok/s route_L18=[0.71, 0.28]
[2026-03-27 14:33:17]   step 23900/24414 | lm=3.0312 c=0.1006 tau=0.104 | lr=1.09e-07 | 17413 tok/s route_L18=[0.60, 0.40]
[2026-03-27 14:33:28]   step 24000/24414 | lm=3.7344 c=0.1006 tau=0.100 | lr=7.09e-08 | 17420 tok/s route_L18=[0.70, 0.31]
[2026-03-27 14:33:28] --- Eval at step 24000 (tau=0.100) ---
[2026-03-27 14:33:43]   PPL=20.14 | mean_cossim=0.60078125
[2026-03-27 14:33:43]   L18: selectivity=0.289 (std=0.147, frac>0.3=0.51)
[2026-03-27 14:33:43]   L19: selectivity=0.295 (std=0.148, frac>0.3=0.53)
[2026-03-27 14:33:43]   L20: selectivity=0.344 (std=0.148, frac>0.3=0.66)
[2026-03-27 14:33:43]   L21: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-27 14:33:43]   L22: selectivity=0.336 (std=0.149, frac>0.3=0.64)
[2026-03-27 14:33:43]   L23: selectivity=0.363 (std=0.146, frac>0.3=0.71)
[2026-03-27 14:33:43]   L24: selectivity=0.348 (std=0.147, frac>0.3=0.67)
[2026-03-27 14:33:43]   L25: selectivity=0.369 (std=0.146, frac>0.3=0.72)
[2026-03-27 14:33:43]   L26: selectivity=0.389 (std=0.140, frac>0.3=0.77)
[2026-03-27 14:33:43]   L27: selectivity=0.406 (std=0.134, frac>0.3=0.81)
[2026-03-27 14:33:43]   L18: entropy=0.445 gini=0.156 dist=['0.660', '0.340']
[2026-03-27 14:33:43]   L19: entropy=0.436 gini=0.031 dist=['0.471', '0.531']
[2026-03-27 14:33:43]   L20: entropy=0.348 gini=0.070 dist=['0.430', '0.570']
[2026-03-27 14:33:43]   L21: entropy=0.352 gini=0.125 dist=['0.369', '0.629']
[2026-03-27 14:33:43]   L22: entropy=0.361 gini=0.086 dist=['0.414', '0.586']
[2026-03-27 14:33:43]   L23: entropy=0.307 gini=0.188 dist=['0.318', '0.684']
[2026-03-27 14:33:43]   L24: entropy=0.340 gini=0.141 dist=['0.645', '0.354']
[2026-03-27 14:33:43]   L25: entropy=0.297 gini=0.164 dist=['0.338', '0.664']
[2026-03-27 14:33:43]   L26: entropy=0.254 gini=0.016 dist=['0.490', '0.512']
[2026-03-27 14:33:43]   L27: entropy=0.219 gini=0.188 dist=['0.316', '0.684']
[2026-03-27 14:33:43] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_softmax/gumbel_step24000.pt
[2026-03-27 14:33:53]   step 24100/24414 | lm=3.5000 c=0.1006 tau=0.100 | lr=4.08e-08 | 17336 tok/s route_L18=[0.62, 0.38]
[2026-03-27 14:34:04]   step 24200/24414 | lm=2.9062 c=0.1006 tau=0.100 | lr=1.90e-08 | 17345 tok/s route_L18=[0.67, 0.33]
[2026-03-27 14:34:14]   step 24300/24414 | lm=3.0156 c=0.1006 tau=0.100 | lr=5.38e-09 | 17355 tok/s route_L18=[0.87, 0.13]
[2026-03-27 14:34:24]   step 24400/24414 | lm=2.8125 c=0.1006 tau=0.100 | lr=8.11e-11 | 17364 tok/s route_L18=[0.59, 0.41]
[2026-03-27 14:34:26] --- Final eval ---
[2026-03-27 14:34:41]   Final PPL=20.14 | mean_cossim=0.60078125
[2026-03-27 14:34:41]   L18: selectivity=0.289
[2026-03-27 14:34:41]   L19: selectivity=0.295
[2026-03-27 14:34:41]   L20: selectivity=0.344
[2026-03-27 14:34:41]   L21: selectivity=0.340
[2026-03-27 14:34:41]   L22: selectivity=0.336
[2026-03-27 14:34:41]   L23: selectivity=0.363
[2026-03-27 14:34:41]   L24: selectivity=0.348
