[2026-03-28 04:56:25] ======================================================================
[2026-03-28 04:56:25] Gumbel-Softmax Routing Experiment
[2026-03-28 04:56:25] ======================================================================
[2026-03-28 04:56:25] Hypothesis: Hard argmax gives dL/d(router_w)=0.
[2026-03-28 04:56:25] Gumbel-softmax makes routing differentiable so the LM loss
[2026-03-28 04:56:25] can drive selective routing.
[2026-03-28 04:56:25] ======================================================================
[2026-03-28 04:56:25] Config: {'device': 'cuda:0', 'model_name': 'Qwen/Qwen3-1.7B', 'checkpoint': 'gumbel_softmax/gumbel_final', 'seed': 42, 'hidden_dim': 2048, 'intermediate_dim': 6144, 'num_layers': 28, 'trunk_layers': 18, 'expert_layer_start': 18, 'initial_rank': 4, 'num_experts': 2, 'total_tokens': 50000000, 'batch_size': 4, 'seq_len': 512, 'lr': 0.0001, 'tau_start': 1.0, 'tau_end': 0.1, 'tau_anneal_steps': 24000, 'contrastive_weight': 0.1, 'contrastive_margin': 0.5, 'bimodality_threshold': 0.3, 'eval_interval_steps': 1000, 'eval_tokens': 524288, 'results_dir': '/root/t6b-mogae/results_gumbel_softmax', 'checkpoint_dir': '/root/t6b-mogae/checkpoints', 'save_checkpoint_dir': '/root/t6b-mogae/checkpoints/gumbel_niche', 'log_file': '/root/t6b-mogae/logs/gumbel_niche_finetune.log'}
[2026-03-28 04:56:25] Loading Qwen/Qwen3-1.7B...
`torch_dtype` is deprecated! Use `dtype` instead!
Loading weights:   0%|          | 0/311 [00:00<?, ?it/s]Loading weights: 100%|██████████| 311/311 [00:00<00:00, 17482.83it/s]
The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to lm_head.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
[2026-03-28 04:56:29] Base model loaded: 2,031,739,904 params
[2026-03-28 04:56:29] Verified: hidden=2048, intermediate=6144
[2026-03-28 04:56:29] Loaded Gumbel checkpoint from step 24414
[2026-03-28 04:56:29] Trainable params: 1,351,680
[2026-03-28 04:56:29] Expert tree: {18: {'num_experts': 2, 'ranks': [4, 4]}, 19: {'num_experts': 2, 'ranks': [4, 4]}, 20: {'num_experts': 2, 'ranks': [4, 4]}, 21: {'num_experts': 2, 'ranks': [4, 4]}, 22: {'num_experts': 2, 'ranks': [4, 4]}, 23: {'num_experts': 2, 'ranks': [4, 4]}, 24: {'num_experts': 2, 'ranks': [4, 4]}, 25: {'num_experts': 2, 'ranks': [4, 4]}, 26: {'num_experts': 2, 'ranks': [4, 4]}, 27: {'num_experts': 2, 'ranks': [4, 4]}}
[2026-03-28 04:56:29] Training: 24414 steps, LR=0.0001, batch=4x512
[2026-03-28 04:56:29] Gumbel-softmax: tau 1.0 -> 0.1 over 24000 steps
[2026-03-28 04:56:29] Contrastive weight: 0.1, NO load-balancing loss
[2026-03-28 04:56:29] Trainable params: 1,351,680
[2026-03-28 04:56:29] Expert tree: {18: {'num_experts': 2, 'ranks': [4, 4]}, 19: {'num_experts': 2, 'ranks': [4, 4]}, 20: {'num_experts': 2, 'ranks': [4, 4]}, 21: {'num_experts': 2, 'ranks': [4, 4]}, 22: {'num_experts': 2, 'ranks': [4, 4]}, 23: {'num_experts': 2, 'ranks': [4, 4]}, 24: {'num_experts': 2, 'ranks': [4, 4]}, 25: {'num_experts': 2, 'ranks': [4, 4]}, 26: {'num_experts': 2, 'ranks': [4, 4]}, 27: {'num_experts': 2, 'ranks': [4, 4]}}
[2026-03-28 04:56:42]   step 100/24414 | lm=3.4531 c=0.0840 tau=0.996 | lr=1.00e-04 | 15847 tok/s route_L18=[0.60, 0.40]
[2026-03-28 05:33:16]   step 18900/24414 | lm=2.6719 c=0.0347 tau=0.291 | lr=1.21e-05 | 17536 tok/s route_L18=[0.59, 0.41]
[2026-03-28 05:33:26]   step 19000/24414 | lm=2.8906 c=0.0352 tau=0.288 | lr=1.17e-05 | 17548 tok/s route_L18=[0.72, 0.28]
[2026-03-28 05:33:26] --- Eval at step 19000 (tau=0.288) ---
[2026-03-28 05:33:42]   PPL=20.14 | mean_cossim=0.53515625
[2026-03-28 05:33:42]   L18: selectivity=0.295 (std=0.148, frac>0.3=0.53)
[2026-03-28 05:33:42]   L19: selectivity=0.303 (std=0.149, frac>0.3=0.55)
[2026-03-28 05:33:42]   L20: selectivity=0.350 (std=0.147, frac>0.3=0.68)
[2026-03-28 05:33:42]   L21: selectivity=0.348 (std=0.148, frac>0.3=0.67)
[2026-03-28 05:33:42]   L22: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-28 05:33:42]   L23: selectivity=0.365 (std=0.146, frac>0.3=0.72)
[2026-03-28 05:33:42]   L24: selectivity=0.352 (std=0.147, frac>0.3=0.68)
[2026-03-28 05:33:42]   L25: selectivity=0.371 (std=0.145, frac>0.3=0.73)
[2026-03-28 05:33:42]   L26: selectivity=0.395 (std=0.139, frac>0.3=0.78)
[2026-03-28 05:33:42]   L27: selectivity=0.410 (std=0.133, frac>0.3=0.81)
[2026-03-28 05:33:42]   L18: entropy=0.434 gini=0.156 dist=['0.660', '0.340']
[2026-03-28 05:33:42]   L19: entropy=0.422 gini=0.031 dist=['0.469', '0.531']
[2026-03-28 05:33:42]   L20: entropy=0.334 gini=0.070 dist=['0.424', '0.574']
[2026-03-28 05:33:42]   L21: entropy=0.340 gini=0.133 dist=['0.367', '0.633']
[2026-03-28 05:33:42]   L22: entropy=0.352 gini=0.070 dist=['0.424', '0.574']
[2026-03-28 05:33:42]   L23: entropy=0.303 gini=0.172 dist=['0.332', '0.668']
[2026-03-28 05:33:42]   L24: entropy=0.330 gini=0.133 dist=['0.633', '0.369']
[2026-03-28 05:33:42]   L25: entropy=0.289 gini=0.164 dist=['0.342', '0.660']
[2026-03-28 05:33:42]   L26: entropy=0.241 gini=0.016 dist=['0.490', '0.512']
[2026-03-28 05:33:42]   L27: entropy=0.211 gini=0.180 dist=['0.322', '0.680']
[2026-03-28 05:33:42] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_niche/gumbel_step19000.pt
[2026-03-28 05:33:52]   step 19100/24414 | lm=2.8438 c=0.0344 tau=0.284 | lr=1.12e-05 | 17439 tok/s route_L18=[0.61, 0.39]
[2026-03-28 05:34:02]   step 19200/24414 | lm=3.4062 c=0.0347 tau=0.280 | lr=1.08e-05 | 17451 tok/s route_L18=[0.71, 0.29]
[2026-03-28 05:34:12]   step 19300/24414 | lm=2.9219 c=0.0352 tau=0.276 | lr=1.04e-05 | 17463 tok/s route_L18=[0.68, 0.32]
[2026-03-28 05:34:23]   step 19400/24414 | lm=3.1875 c=0.0347 tau=0.273 | lr=1.01e-05 | 17475 tok/s route_L18=[0.67, 0.33]
[2026-03-28 05:34:33]   step 19500/24414 | lm=3.1562 c=0.0359 tau=0.269 | lr=9.67e-06 | 17487 tok/s route_L18=[0.68, 0.32]
[2026-03-28 05:34:43]   step 19600/24414 | lm=2.5781 c=0.0347 tau=0.265 | lr=9.29e-06 | 17499 tok/s route_L18=[0.51, 0.49]
[2026-03-28 05:34:53]   step 19700/24414 | lm=3.1562 c=0.0344 tau=0.261 | lr=8.92e-06 | 17511 tok/s route_L18=[0.55, 0.46]
[2026-03-28 05:35:04]   step 19800/24414 | lm=2.8438 c=0.0352 tau=0.258 | lr=8.56e-06 | 17520 tok/s route_L18=[0.70, 0.30]
[2026-03-28 05:35:14]   step 19900/24414 | lm=3.1406 c=0.0347 tau=0.254 | lr=8.20e-06 | 17531 tok/s route_L18=[0.74, 0.26]
[2026-03-28 05:35:24]   step 20000/24414 | lm=2.9219 c=0.0344 tau=0.250 | lr=7.85e-06 | 17543 tok/s route_L18=[0.68, 0.32]
[2026-03-28 05:35:24] --- Eval at step 20000 (tau=0.250) ---
[2026-03-28 05:35:39]   PPL=20.14 | mean_cossim=0.534375
[2026-03-28 05:35:39]   L18: selectivity=0.295 (std=0.148, frac>0.3=0.53)
[2026-03-28 05:35:39]   L19: selectivity=0.303 (std=0.149, frac>0.3=0.55)
[2026-03-28 05:35:39]   L20: selectivity=0.350 (std=0.147, frac>0.3=0.68)
[2026-03-28 05:35:39]   L21: selectivity=0.348 (std=0.148, frac>0.3=0.67)
[2026-03-28 05:35:39]   L22: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-28 05:35:39]   L23: selectivity=0.365 (std=0.146, frac>0.3=0.71)
[2026-03-28 05:35:39]   L24: selectivity=0.352 (std=0.147, frac>0.3=0.68)
[2026-03-28 05:35:39]   L25: selectivity=0.371 (std=0.145, frac>0.3=0.73)
[2026-03-28 05:35:39]   L26: selectivity=0.395 (std=0.139, frac>0.3=0.78)
[2026-03-28 05:35:39]   L27: selectivity=0.410 (std=0.133, frac>0.3=0.81)
[2026-03-28 05:35:39]   L18: entropy=0.434 gini=0.156 dist=['0.660', '0.340']
[2026-03-28 05:35:39]   L19: entropy=0.422 gini=0.031 dist=['0.469', '0.531']
[2026-03-28 05:35:39]   L20: entropy=0.334 gini=0.070 dist=['0.424', '0.574']
[2026-03-28 05:35:39]   L21: entropy=0.340 gini=0.133 dist=['0.367', '0.633']
[2026-03-28 05:35:39]   L22: entropy=0.352 gini=0.070 dist=['0.424', '0.574']
[2026-03-28 05:35:39]   L23: entropy=0.303 gini=0.172 dist=['0.332', '0.668']
[2026-03-28 05:35:39]   L24: entropy=0.330 gini=0.133 dist=['0.633', '0.369']
[2026-03-28 05:35:39]   L25: entropy=0.289 gini=0.156 dist=['0.340', '0.660']
[2026-03-28 05:35:39]   L26: entropy=0.241 gini=0.016 dist=['0.490', '0.512']
[2026-03-28 05:35:39]   L27: entropy=0.211 gini=0.180 dist=['0.322', '0.680']
[2026-03-28 05:35:39] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_niche/gumbel_step20000.pt
[2026-03-28 05:35:49]   step 20100/24414 | lm=3.1719 c=0.0352 tau=0.246 | lr=7.51e-06 | 17440 tok/s route_L18=[0.70, 0.30]
[2026-03-28 05:36:00]   step 20200/24414 | lm=3.0000 c=0.0344 tau=0.243 | lr=7.17e-06 | 17451 tok/s route_L18=[0.88, 0.12]
[2026-03-28 05:36:10]   step 20300/24414 | lm=2.9219 c=0.0347 tau=0.239 | lr=6.84e-06 | 17463 tok/s route_L18=[0.68, 0.32]
[2026-03-28 05:36:20]   step 20400/24414 | lm=2.3438 c=0.0344 tau=0.235 | lr=6.52e-06 | 17474 tok/s route_L18=[0.69, 0.31]
[2026-03-28 05:36:30]   step 20500/24414 | lm=2.6719 c=0.0347 tau=0.231 | lr=6.21e-06 | 17485 tok/s route_L18=[0.73, 0.26]
[2026-03-28 05:36:40]   step 20600/24414 | lm=3.1250 c=0.0347 tau=0.228 | lr=5.90e-06 | 17497 tok/s route_L18=[0.71, 0.29]
[2026-03-28 05:36:50]   step 20700/24414 | lm=2.7656 c=0.0347 tau=0.224 | lr=5.60e-06 | 17508 tok/s route_L18=[0.70, 0.30]
[2026-03-28 05:37:01]   step 20800/24414 | lm=2.9375 c=0.0344 tau=0.220 | lr=5.31e-06 | 17519 tok/s route_L18=[0.68, 0.32]
[2026-03-28 05:37:11]   step 20900/24414 | lm=2.8438 c=0.0359 tau=0.216 | lr=5.03e-06 | 17530 tok/s route_L18=[0.58, 0.42]
[2026-03-28 05:37:21]   step 21000/24414 | lm=3.2344 c=0.0352 tau=0.213 | lr=4.75e-06 | 17540 tok/s route_L18=[0.76, 0.24]
[2026-03-28 05:37:21] --- Eval at step 21000 (tau=0.213) ---
[2026-03-28 05:37:36]   PPL=20.14 | mean_cossim=0.53515625
[2026-03-28 05:37:36]   L18: selectivity=0.295 (std=0.148, frac>0.3=0.53)
[2026-03-28 05:37:36]   L19: selectivity=0.303 (std=0.149, frac>0.3=0.55)
[2026-03-28 05:37:36]   L20: selectivity=0.350 (std=0.147, frac>0.3=0.68)
[2026-03-28 05:37:36]   L21: selectivity=0.348 (std=0.148, frac>0.3=0.67)
[2026-03-28 05:37:36]   L22: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-28 05:37:36]   L23: selectivity=0.365 (std=0.146, frac>0.3=0.71)
[2026-03-28 05:37:36]   L24: selectivity=0.352 (std=0.147, frac>0.3=0.68)
[2026-03-28 05:37:36]   L25: selectivity=0.371 (std=0.145, frac>0.3=0.73)
[2026-03-28 05:37:36]   L26: selectivity=0.395 (std=0.139, frac>0.3=0.78)
[2026-03-28 05:37:36]   L27: selectivity=0.410 (std=0.133, frac>0.3=0.81)
[2026-03-28 05:37:36]   L18: entropy=0.434 gini=0.156 dist=['0.660', '0.340']
[2026-03-28 05:37:36]   L19: entropy=0.422 gini=0.031 dist=['0.469', '0.531']
[2026-03-28 05:37:36]   L20: entropy=0.334 gini=0.070 dist=['0.424', '0.574']
[2026-03-28 05:37:36]   L21: entropy=0.340 gini=0.133 dist=['0.367', '0.633']
[2026-03-28 05:37:36]   L22: entropy=0.352 gini=0.070 dist=['0.424', '0.574']
[2026-03-28 05:37:36]   L23: entropy=0.303 gini=0.172 dist=['0.332', '0.668']
[2026-03-28 05:37:36]   L24: entropy=0.330 gini=0.133 dist=['0.633', '0.369']
[2026-03-28 05:37:36]   L25: entropy=0.289 gini=0.164 dist=['0.342', '0.660']
[2026-03-28 05:37:36]   L26: entropy=0.241 gini=0.016 dist=['0.490', '0.512']
[2026-03-28 05:37:36]   L27: entropy=0.211 gini=0.180 dist=['0.322', '0.680']
[2026-03-28 05:37:36] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_niche/gumbel_step21000.pt
[2026-03-28 05:37:47]   step 21100/24414 | lm=3.3594 c=0.0352 tau=0.209 | lr=4.48e-06 | 17441 tok/s route_L18=[0.70, 0.31]
[2026-03-28 05:37:57]   step 21200/24414 | lm=3.1875 c=0.0347 tau=0.205 | lr=4.22e-06 | 17452 tok/s route_L18=[0.62, 0.37]
[2026-03-28 05:38:07]   step 21300/24414 | lm=2.4688 c=0.0344 tau=0.201 | lr=3.96e-06 | 17462 tok/s route_L18=[0.60, 0.40]
[2026-03-28 05:38:17]   step 21400/24414 | lm=3.1719 c=0.0352 tau=0.198 | lr=3.71e-06 | 17473 tok/s route_L18=[0.78, 0.22]
[2026-03-28 05:38:28]   step 21500/24414 | lm=2.5469 c=0.0352 tau=0.194 | lr=3.47e-06 | 17483 tok/s route_L18=[0.64, 0.36]
[2026-03-28 05:38:38]   step 21600/24414 | lm=2.9219 c=0.0347 tau=0.190 | lr=3.24e-06 | 17494 tok/s route_L18=[0.69, 0.31]
[2026-03-28 05:38:48]   step 21700/24414 | lm=3.0312 c=0.0347 tau=0.186 | lr=3.02e-06 | 17504 tok/s route_L18=[0.76, 0.24]
[2026-03-28 05:38:58]   step 21800/24414 | lm=2.8906 c=0.0352 tau=0.183 | lr=2.80e-06 | 17515 tok/s route_L18=[0.55, 0.45]
[2026-03-28 05:39:09]   step 21900/24414 | lm=1.9531 c=0.0347 tau=0.179 | lr=2.59e-06 | 17522 tok/s route_L18=[0.64, 0.35]
[2026-03-28 05:39:19]   step 22000/24414 | lm=2.8281 c=0.0352 tau=0.175 | lr=2.39e-06 | 17532 tok/s route_L18=[0.70, 0.30]
[2026-03-28 05:39:19] --- Eval at step 22000 (tau=0.175) ---
[2026-03-28 05:39:34]   PPL=20.15 | mean_cossim=0.534375
[2026-03-28 05:39:34]   L18: selectivity=0.295 (std=0.148, frac>0.3=0.53)
[2026-03-28 05:39:34]   L19: selectivity=0.303 (std=0.149, frac>0.3=0.55)
[2026-03-28 05:39:34]   L20: selectivity=0.350 (std=0.147, frac>0.3=0.68)
[2026-03-28 05:39:34]   L21: selectivity=0.348 (std=0.148, frac>0.3=0.67)
[2026-03-28 05:39:34]   L22: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-28 05:39:34]   L23: selectivity=0.365 (std=0.146, frac>0.3=0.72)
[2026-03-28 05:39:34]   L24: selectivity=0.352 (std=0.147, frac>0.3=0.68)
[2026-03-28 05:39:34]   L25: selectivity=0.371 (std=0.145, frac>0.3=0.73)
[2026-03-28 05:39:34]   L26: selectivity=0.395 (std=0.139, frac>0.3=0.78)
[2026-03-28 05:39:34]   L27: selectivity=0.410 (std=0.133, frac>0.3=0.81)
[2026-03-28 05:39:34]   L18: entropy=0.434 gini=0.156 dist=['0.660', '0.340']
[2026-03-28 05:39:34]   L19: entropy=0.422 gini=0.031 dist=['0.469', '0.531']
[2026-03-28 05:39:34]   L20: entropy=0.334 gini=0.070 dist=['0.424', '0.574']
[2026-03-28 05:39:34]   L21: entropy=0.340 gini=0.133 dist=['0.367', '0.633']
[2026-03-28 05:39:34]   L22: entropy=0.352 gini=0.070 dist=['0.424', '0.574']
[2026-03-28 05:39:34]   L23: entropy=0.303 gini=0.172 dist=['0.332', '0.668']
[2026-03-28 05:39:34]   L24: entropy=0.330 gini=0.133 dist=['0.633', '0.369']
[2026-03-28 05:39:34]   L25: entropy=0.289 gini=0.164 dist=['0.342', '0.660']
[2026-03-28 05:39:34]   L26: entropy=0.241 gini=0.016 dist=['0.490', '0.512']
[2026-03-28 05:39:34]   L27: entropy=0.211 gini=0.180 dist=['0.322', '0.680']
[2026-03-28 05:39:34] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_niche/gumbel_step22000.pt
[2026-03-28 05:39:44]   step 22100/24414 | lm=3.2031 c=0.0347 tau=0.171 | lr=2.20e-06 | 17438 tok/s route_L18=[0.74, 0.26]
[2026-03-28 05:39:55]   step 22200/24414 | lm=3.0781 c=0.0347 tau=0.168 | lr=2.02e-06 | 17449 tok/s route_L18=[0.67, 0.33]
[2026-03-28 05:40:05]   step 22300/24414 | lm=2.8750 c=0.0356 tau=0.164 | lr=1.84e-06 | 17459 tok/s route_L18=[0.76, 0.24]
[2026-03-28 05:40:15]   step 22400/24414 | lm=2.0781 c=0.0347 tau=0.160 | lr=1.67e-06 | 17469 tok/s route_L18=[0.64, 0.36]
[2026-03-28 05:40:25]   step 22500/24414 | lm=2.5000 c=0.0347 tau=0.156 | lr=1.51e-06 | 17478 tok/s route_L18=[0.57, 0.43]
[2026-03-28 05:40:36]   step 22600/24414 | lm=3.2969 c=0.0344 tau=0.153 | lr=1.36e-06 | 17488 tok/s route_L18=[0.62, 0.38]
[2026-03-28 05:40:46]   step 22700/24414 | lm=3.0625 c=0.0347 tau=0.149 | lr=1.21e-06 | 17498 tok/s route_L18=[0.79, 0.21]
[2026-03-28 05:40:56]   step 22800/24414 | lm=2.6562 c=0.0347 tau=0.145 | lr=1.07e-06 | 17508 tok/s route_L18=[0.71, 0.29]
[2026-03-28 05:41:06]   step 22900/24414 | lm=3.0312 c=0.0347 tau=0.141 | lr=9.46e-07 | 17518 tok/s route_L18=[0.65, 0.35]
[2026-03-28 05:41:17]   step 23000/24414 | lm=2.9531 c=0.0347 tau=0.138 | lr=8.25e-07 | 17525 tok/s route_L18=[0.72, 0.28]
[2026-03-28 05:41:17] --- Eval at step 23000 (tau=0.138) ---
[2026-03-28 05:41:32]   PPL=20.15 | mean_cossim=0.534765625
[2026-03-28 05:41:32]   L18: selectivity=0.295 (std=0.148, frac>0.3=0.53)
[2026-03-28 05:41:32]   L19: selectivity=0.303 (std=0.149, frac>0.3=0.55)
[2026-03-28 05:41:32]   L20: selectivity=0.350 (std=0.147, frac>0.3=0.68)
[2026-03-28 05:41:32]   L21: selectivity=0.348 (std=0.148, frac>0.3=0.67)
[2026-03-28 05:41:32]   L22: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-28 05:41:32]   L23: selectivity=0.365 (std=0.146, frac>0.3=0.72)
[2026-03-28 05:41:32]   L24: selectivity=0.352 (std=0.147, frac>0.3=0.68)
[2026-03-28 05:41:32]   L25: selectivity=0.371 (std=0.145, frac>0.3=0.73)
[2026-03-28 05:41:32]   L26: selectivity=0.395 (std=0.139, frac>0.3=0.78)
[2026-03-28 05:41:32]   L27: selectivity=0.410 (std=0.133, frac>0.3=0.81)
[2026-03-28 05:41:32]   L18: entropy=0.434 gini=0.156 dist=['0.660', '0.340']
[2026-03-28 05:41:32]   L19: entropy=0.422 gini=0.031 dist=['0.469', '0.531']
[2026-03-28 05:41:32]   L20: entropy=0.334 gini=0.070 dist=['0.424', '0.574']
[2026-03-28 05:41:32]   L21: entropy=0.340 gini=0.133 dist=['0.367', '0.633']
[2026-03-28 05:41:32]   L22: entropy=0.352 gini=0.070 dist=['0.424', '0.574']
[2026-03-28 05:41:32]   L23: entropy=0.303 gini=0.172 dist=['0.332', '0.668']
[2026-03-28 05:41:32]   L24: entropy=0.330 gini=0.133 dist=['0.633', '0.369']
[2026-03-28 05:41:32]   L25: entropy=0.289 gini=0.164 dist=['0.342', '0.660']
[2026-03-28 05:41:32]   L26: entropy=0.241 gini=0.016 dist=['0.490', '0.512']
[2026-03-28 05:41:32]   L27: entropy=0.211 gini=0.180 dist=['0.322', '0.680']
[2026-03-28 05:41:32] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_niche/gumbel_step23000.pt
[2026-03-28 05:41:42]   step 23100/24414 | lm=3.3281 c=0.0347 tau=0.134 | lr=7.13e-07 | 17435 tok/s route_L18=[0.55, 0.44]
[2026-03-28 05:41:53]   step 23200/24414 | lm=2.8906 c=0.0347 tau=0.130 | lr=6.09e-07 | 17445 tok/s route_L18=[0.69, 0.31]
[2026-03-28 05:42:03]   step 23300/24414 | lm=3.0938 c=0.0344 tau=0.126 | lr=5.13e-07 | 17455 tok/s route_L18=[0.66, 0.34]
[2026-03-28 05:42:13]   step 23400/24414 | lm=2.8281 c=0.0347 tau=0.123 | lr=4.25e-07 | 17464 tok/s route_L18=[0.66, 0.34]
[2026-03-28 05:42:23]   step 23500/24414 | lm=2.8906 c=0.0352 tau=0.119 | lr=3.45e-07 | 17474 tok/s route_L18=[0.60, 0.40]
[2026-03-28 05:42:34]   step 23600/24414 | lm=2.9062 c=0.0352 tau=0.115 | lr=2.74e-07 | 17484 tok/s route_L18=[0.63, 0.37]
[2026-03-28 05:42:44]   step 23700/24414 | lm=3.1250 c=0.0347 tau=0.111 | lr=2.11e-07 | 17493 tok/s route_L18=[0.74, 0.26]
[2026-03-28 05:42:54]   step 23800/24414 | lm=3.1094 c=0.0347 tau=0.108 | lr=1.56e-07 | 17502 tok/s route_L18=[0.72, 0.28]
[2026-03-28 05:43:04]   step 23900/24414 | lm=3.0312 c=0.0352 tau=0.104 | lr=1.09e-07 | 17511 tok/s route_L18=[0.61, 0.39]
[2026-03-28 05:43:15]   step 24000/24414 | lm=3.7344 c=0.0347 tau=0.100 | lr=7.09e-08 | 17519 tok/s route_L18=[0.70, 0.30]
[2026-03-28 05:43:15] --- Eval at step 24000 (tau=0.100) ---
[2026-03-28 05:43:30]   PPL=20.15 | mean_cossim=0.534765625
[2026-03-28 05:43:30]   L18: selectivity=0.295 (std=0.148, frac>0.3=0.53)
[2026-03-28 05:43:30]   L19: selectivity=0.303 (std=0.149, frac>0.3=0.55)
[2026-03-28 05:43:30]   L20: selectivity=0.350 (std=0.147, frac>0.3=0.68)
[2026-03-28 05:43:30]   L21: selectivity=0.348 (std=0.148, frac>0.3=0.67)
[2026-03-28 05:43:30]   L22: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-28 05:43:30]   L23: selectivity=0.365 (std=0.146, frac>0.3=0.72)
[2026-03-28 05:43:30]   L24: selectivity=0.352 (std=0.147, frac>0.3=0.68)
[2026-03-28 05:43:30]   L25: selectivity=0.371 (std=0.145, frac>0.3=0.73)
[2026-03-28 05:43:30]   L26: selectivity=0.395 (std=0.139, frac>0.3=0.78)
[2026-03-28 05:43:30]   L27: selectivity=0.410 (std=0.133, frac>0.3=0.81)
[2026-03-28 05:43:30]   L18: entropy=0.434 gini=0.156 dist=['0.660', '0.340']
[2026-03-28 05:43:30]   L19: entropy=0.422 gini=0.031 dist=['0.469', '0.531']
[2026-03-28 05:43:30]   L20: entropy=0.334 gini=0.070 dist=['0.424', '0.574']
[2026-03-28 05:43:30]   L21: entropy=0.340 gini=0.133 dist=['0.367', '0.633']
[2026-03-28 05:43:30]   L22: entropy=0.352 gini=0.070 dist=['0.424', '0.574']
[2026-03-28 05:43:30]   L23: entropy=0.303 gini=0.172 dist=['0.332', '0.668']
[2026-03-28 05:43:30]   L24: entropy=0.330 gini=0.133 dist=['0.633', '0.369']
[2026-03-28 05:43:30]   L25: entropy=0.289 gini=0.164 dist=['0.342', '0.660']
[2026-03-28 05:43:30]   L26: entropy=0.241 gini=0.016 dist=['0.490', '0.512']
[2026-03-28 05:43:30]   L27: entropy=0.211 gini=0.180 dist=['0.322', '0.680']
[2026-03-28 05:43:30] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_niche/gumbel_step24000.pt
[2026-03-28 05:43:40]   step 24100/24414 | lm=3.5000 c=0.0347 tau=0.100 | lr=4.08e-08 | 17433 tok/s route_L18=[0.62, 0.38]
[2026-03-28 05:43:50]   step 24200/24414 | lm=2.9062 c=0.0347 tau=0.100 | lr=1.90e-08 | 17443 tok/s route_L18=[0.67, 0.33]
[2026-03-28 05:44:01]   step 24300/24414 | lm=3.0156 c=0.0347 tau=0.100 | lr=5.38e-09 | 17452 tok/s route_L18=[0.88, 0.12]
[2026-03-28 05:44:11]   step 24400/24414 | lm=2.8125 c=0.0347 tau=0.100 | lr=8.11e-11 | 17461 tok/s route_L18=[0.59, 0.41]
[2026-03-28 05:44:12] --- Final eval ---
[2026-03-28 05:44:28]   Final PPL=20.15 | mean_cossim=0.534765625
[2026-03-28 05:44:28]   L18: selectivity=0.295
[2026-03-28 05:44:28]   L19: selectivity=0.303
[2026-03-28 05:44:28]   L20: selectivity=0.350
[2026-03-28 05:44:28]   L21: selectivity=0.348
[2026-03-28 05:44:28]   L22: selectivity=0.340
[2026-03-28 05:44:28]   L23: selectivity=0.365
[2026-03-28 05:44:28]   L24: selectivity=0.352
[2026-03-28 05:44:28]   L25: selectivity=0.371
[2026-03-28 05:44:28]   L26: selectivity=0.395
[2026-03-28 05:44:28]   L27: selectivity=0.410
[2026-03-28 05:44:28] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_niche/gumbel_step24414.pt
[2026-03-28 05:44:28] Results saved to /root/t6b-mogae/results_gumbel_softmax/gumbel_softmax_metrics.json
[2026-03-28 05:44:28] 
[2026-03-28 05:44:28] ======================================================================
[2026-03-28 05:44:28] Experiment Summary
[2026-03-28 05:44:28] ======================================================================
[2026-03-28 05:44:28] PPL: 20.15 -> 20.15
[2026-03-28 05:44:28] Mean CosSim: 0.5482 -> 0.5348
[2026-03-28 05:44:28] CosSim DECREASED — experts are differentiating!
[2026-03-28 05:44:28] Average routing selectivity: 0.353
[2026-03-28 05:44:28] SUCCESS: Routing selectivity >0.3 — Gumbel-softmax enables selective routing!
[2026-03-28 05:44:28] Done.
[2026-03-28 05:44:28] ======================================================================
[2026-03-28 05:44:28] PPL: 20.15 -> 20.15
[2026-03-28 05:44:28] Mean CosSim: 0.5482 -> 0.5348
[2026-03-28 05:44:28] CosSim DECREASED — experts are differentiating!
[2026-03-28 05:44:28] Average routing selectivity: 0.353
[2026-03-28 05:44:28] SUCCESS: Routing selectivity >0.3 — Gumbel-softmax enables selective routing!
[2026-03-28 05:44:28] Done.
